171.1509433962264,14,"{'transitiontime': 47, 'hue': 32413, 'bri': 229, 'sat': 255}",low,Safe
171.47580498866213,8,"{'transitiontime': 1, 'hue': 86, 'bri': 0, 'sat': 193}",beat,Unmodified
171.89376417233558,7,"{'transitiontime': 1, 'hue': 116, 'bri': 206, 'sat': 169}",beat,Unmodified
172.75290249433107,15,"{'transitiontime': 1, 'hue': 94, 'bri': 187, 'sat': 135}",beat,Unmodified
172.77358490566039,"[7, 8, 10, 11, 12, 15]","{'transitiontime': 34, 'hue': 9585, 'bri': 201, 'sat': 255}",arc,Unmodified
173.60043083900226,8,"{'transitiontime': 1, 'hue': 96, 'bri': 186, 'sat': 243}",beat,Unmodified
175.06966618287373,14,"{'transitiontime': 27, 'hue': 27012, 'bri': 0, 'sat': 255}",high,Unmodified
175.34192743764171,8,"{'transitiontime': 1, 'hue': 99, 'bri': 192, 'sat': 152}",beat,Unmodified
176.20106575963717,7,"{'transitiontime': 1, 'hue': 100, 'bri': 190, 'sat': 230}",beat,Unmodified
176.27140783744557,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 36, 'hue': 8532, 'bri': 205, 'sat': 255}",arc,Safe
177.90773242630385,8,"{'transitiontime': 1, 'hue': 94, 'bri': 185, 'sat': 179}",beat,Unmodified
178.54281567489116,14,"{'transitiontime': 52, 'hue': 32414, 'bri': 229, 'sat': 255}",low,Safe
179.89695210449926,"[7, 8, 10, 11, 12, 15]","{'transitiontime': 33, 'hue': 9635, 'bri': 204, 'sat': 255}",arc,Unmodified
181.77385487528343,8,"{'transitiontime': 1, 'hue': 91, 'bri': 3, 'sat': 208}",beat,Unmodified
182.19181405895691,15,"{'transitiontime': 1, 'hue': 116, 'bri': 205, 'sat': 141}",beat,Unmodified
182.91146589259796,14,"{'transitiontime': 44, 'hue': 27013, 'bri': 0, 'sat': 255}",high,Unmodified
183.06256235827664,7,"{'transitiontime': 1, 'hue': 96, 'bri': 188, 'sat': 217}",beat,Unmodified
183.21044992743106,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 41, 'hue': 7347, 'bri': 212, 'sat': 255}",arc,Unmodified
184.76922902494329,7,"{'transitiontime': 1, 'hue': 82, 'bri': 177, 'sat': 198}",beat,Unmodified
186.04632653061222,7,"{'transitiontime': 1, 'hue': 94, 'bri': 7, 'sat': 162}",beat,Unmodified
187.36865021770683,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 26, 'hue': 8306, 'bri': 211, 'sat': 255}",arc,Safe
188.4165457184325,10,"{'transitiontime': 36, 'hue': 32415, 'bri': 229, 'sat': 255}",low,Safe
189.03009070294783,12,"{'transitiontime': 1, 'hue': 111, 'bri': 200, 'sat': 176}",beat,Unmodified
189.47126984126982,12,"{'transitiontime': 1, 'hue': 84, 'bri': 0, 'sat': 248}",beat,Unmodified
190.07692307692307,"[7, 8, 11, 12, 14, 15]","{'transitiontime': 60, 'hue': 0, 'bri': 236, 'sat': 255}",arc,Safe
191.46879535558782,10,"{'transitiontime': 24, 'hue': 27014, 'bri': 0, 'sat': 255}",high,Unmodified
191.61911564625848,8,"{'transitiontime': 1, 'hue': 88, 'bri': 179, 'sat': 191}",beat,Unmodified
192.4666439909297,14,"{'transitiontime': 1, 'hue': 112, 'bri': 208, 'sat': 148}",beat,Unmodified
193.3490022675737,14,"{'transitiontime': 1, 'hue': 162, 'bri': 251, 'sat': 222}",beat,Unmodified
193.77857142857141,14,"{'transitiontime': 1, 'hue': 143, 'bri': 48, 'sat': 224}",beat,Unmodified
194.21975056689342,14,"{'transitiontime': 1, 'hue': 102, 'bri': 194, 'sat': 147}",beat,Unmodified
194.59361393323658,11,"{'transitiontime': 19, 'hue': 32416, 'bri': 229, 'sat': 255}",low,Safe
195.06727891156461,15,"{'transitiontime': 1, 'hue': 100, 'bri': 189, 'sat': 201}",beat,Unmodified
195.49684807256236,8,"{'transitiontime': 1, 'hue': 90, 'bri': 0, 'sat': 139}",beat,Unmodified
195.9148072562358,8,"{'transitiontime': 1, 'hue': 125, 'bri': 216, 'sat': 143}",beat,Unmodified
196.1233671988389,"[7, 8, 10, 12, 14, 15]","{'transitiontime': 76, 'hue': 16543, 'bri': 198, 'sat': 255}",arc,Safe
196.35598639455782,7,"{'transitiontime': 1, 'hue': 105, 'bri': 15, 'sat': 199}",beat,Unmodified
196.77394557823129,12,"{'transitiontime': 1, 'hue': 128, 'bri': 215, 'sat': 150}",beat,Unmodified
197.20351473922901,7,"{'transitiontime': 1, 'hue': 126, 'bri': 35, 'sat': 217}",beat,Unmodified
197.63308390022675,8,"{'transitiontime': 1, 'hue': 126, 'bri': 214, 'sat': 141}",beat,Unmodified
198.03943310657596,8,"{'transitiontime': 1, 'hue': 104, 'bri': 12, 'sat': 134}",beat,Unmodified
198.45739229024943,15,"{'transitiontime': 1, 'hue': 91, 'bri': 181, 'sat': 169}",beat,Unmodified
198.81567489114659,12,"{'transitiontime': 15, 'hue': 32418, 'bri': 229, 'sat': 255}",low,Safe
199.32814058956916,15,"{'transitiontime': 1, 'hue': 140, 'bri': 229, 'sat': 193}",beat,Unmodified
200.19888888888889,14,"{'transitiontime': 1, 'hue': 91, 'bri': 178, 'sat': 198}",beat,Safe
202.6821480406386,7,"{'transitiontime': 40, 'hue': 32419, 'bri': 229, 'sat': 255}",low,Safe
203.62383219954648,15,"{'transitiontime': 1, 'hue': 91, 'bri': 178, 'sat': 240}",beat,Unmodified
203.7489114658926,"[8, 10, 11, 12, 14, 15]","{'transitiontime': 64, 'hue': 12111, 'bri': 213, 'sat': 255}",arc,Unmodified
204.92414965986393,8,"{'transitiontime': 1, 'hue': 86, 'bri': 0, 'sat': 166}",beat,Unmodified
206.09869375907112,7,"{'transitiontime': 14, 'hue': 27017, 'bri': 0, 'sat': 255}",high,Unmodified
207.8809869375907,15,"{'transitiontime': 20, 'hue': 32420, 'bri': 229, 'sat': 255}",low,Unmodified
208.75544217687073,7,"{'transitiontime': 1, 'hue': 86, 'bri': 177, 'sat': 169}",beat,Unmodified
209.61458049886619,8,"{'transitiontime': 1, 'hue': 88, 'bri': 180, 'sat': 139}",beat,Safe
210.20609579100145,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 41, 'hue': 14316, 'bri': 210, 'sat': 255}",arc,Safe
212.20360544217687,15,"{'transitiontime': 1, 'hue': 111, 'bri': 205, 'sat': 238}",beat,Unmodified
212.7910014513788,14,"{'transitiontime': 16, 'hue': 32421, 'bri': 229, 'sat': 255}",low,Safe
213.89866213151927,8,"{'transitiontime': 1, 'hue': 103, 'bri': 199, 'sat': 200}",beat,Unmodified
214.20609579100145,14,"{'transitiontime': 21, 'hue': 27019, 'bri': 0, 'sat': 255}",high,Unmodified
214.35145124716553,15,"{'transitiontime': 1, 'hue': 93, 'bri': 6, 'sat': 162}",beat,Unmodified
214.4034833091437,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 21, 'hue': 13756, 'bri': 213, 'sat': 255}",arc,Unmodified
215.21058956916099,14,"{'transitiontime': 1, 'hue': 105, 'bri': 14, 'sat': 226}",beat,Unmodified
215.62854875283446,15,"{'transitiontime': 1, 'hue': 104, 'bri': 198, 'sat': 254}",beat,Unmodified
216.05811791383218,14,"{'transitiontime': 1, 'hue': 114, 'bri': 24, 'sat': 236}",beat,Unmodified
216.48768707482992,10,"{'transitiontime': 1, 'hue': 148, 'bri': 245, 'sat': 142}",beat,Unmodified
216.5399129172714,"[7, 8, 10, 11, 12, 14, 15]","{'transitiontime': 107, 'hue': 50800, 'bri': 124, 'sat': 255}",arc,Safe
216.90420899854863,10,"{'transitiontime': 6, 'hue': 32424, 'bri': 229, 'sat': 255}",low,Safe
218.61231292517004,14,"{'transitiontime': 1, 'hue': 100, 'bri': 12, 'sat': 134}",beat,Unmodified
219.06510204081633,10,"{'transitiontime': 1, 'hue': 158, 'bri': 250, 'sat': 233}",beat,Unmodified
